Status,Credit.Grade,Amount,Age,Borrower.Rate,Debt.To.Income.Ratio
Current,B,2500,3,0.125,0.45
Current,C,6001,4,0.22,0.45
Current,C,6000,4,0.2,0.45
Current,D,5000,2,0.236,0.45
Current,D,1130,5,0.1499,0.45
Current,E,1500,1,0.284,0.45
Current,E,3500,1,0.27,0.45
Current,E,12500,1,0.231,0.45
Current,E,10000,5,0.2875,0.45
Current,E,6000,3,0.29,0.45
Current,HR,1500,2,0.29,0.45
Current,B,3001,2,0.17,0.46
Current,B,4500,3,0.24,0.46
Current,C,4000,1,0.19,0.46
Current,C,3000,6,0.1575,0.46
Current,C,12000,5,0.29,0.46
Current,D,6000,5,0.29,0.46
Current,D,1500,3,0.2,0.46
Current,D,1620,1,0.11,0.46
Current,D,2500,2,0.2,0.46
Current,D,3200,6,0.19,0.46
Current,E,4000,1,0.25,0.46
Current,E,25000,5,0.28,0.46
Current,E,15000,3,0.25,0.46
Current,E,9000,5,0.29,0.46
Current,HR,2500,3,0.25,0.46
Current,E,2800,10,0.15,0.464
Current,A,25000,4,0.1988,0.47
Current,A,10000,3,0.169,0.47
Current,A,19900,3,0.14,0.47
Current,A,1000,2,0.11,0.47
Current,B,13000,3,0.19,0.47
Current,B,5000,7,0.1455,0.47
Current,C,8080,2,0.193,0.47
Current,C,4000,3,0.1989,0.47
Current,C,2500,5,0.2,0.47
Current,D,7200,4,0.2188,0.47
Current,D,6001,3,0.1825,0.47
Current,E,2500,2,0.24,0.47
Current,E,1000,2,0.2583,0.47
Current,E,3500,3,0.23,0.47
Current,E,4500,2,0.29,0.47
Current,E,2200,7,0.1175,0.47
Current,E,3000,7,0.2475,0.47
Current,E,3800,4,0.29,0.47
Current,HR,1000,2,0.2385,0.47
Current,HR,1000,2,0.2,0.47
Late,E,3000,6,0.2875,0.47
Late,E,2000,6,0.276,0.47
Current,A,5000,5,0.1365,0.48
Current,A,4000,2,0.135,0.48
Current,AA,2200,1,0.0775,0.48
Current,AA,3000,2,0.1045,0.48
Current,AA,6000,4,0.1262,0.48
Current,B,2000,7,0.1195,0.48
Current,B,2500,6,0.14,0.48
Current,C,9000,1,0.18,0.48
Current,C,3500,7,0.185,0.48
Current,C,15000,1,0.19,0.48
Current,D,17000,5,0.22,0.48
Current,D,13000,4,0.22,0.48
Current,D,2800,8,0.2075,0.48
Current,D,12000,2,0.29,0.48
Current,E,2000,5,0.2321,0.48
Current,E,1000,1,0.25,0.48
Current,E,8000,6,0.2875,0.48
Current,HR,1000,3,0.25,0.48
Current,HR,2500,1,0.15,0.48
Current,HR,2500,2,0.29,0.48
Current,HR,3000,4,0.24,0.48
Late,E,3000,3,0.28,0.48
Current,A,15000,6,0.1775,0.49
Current,B,15000,1,0.1375,0.49
Current,C,3000,5,0.1675,0.49
Current,C,2000,5,0.199,0.49
Current,C,3000,6,0.2,0.49
Current,D,5000,5,0.29,0.49
Current,D,6000,2,0.19,0.49
Current,D,2500,1,0.23,0.49
Current,E,1000,4,0.11,0.49
Current,HR,1200,2,0.25,0.49
Current,HR,5000,2,0.195,0.49
Current,HR,1100,1,0.2,0.49
Current,HR,1000,1,0,0.49
Current,C,4000,9,0.2375,0.499
Current,A,5000,2,0.11,0.5
Current,B,7000,5,0.15,0.5
Current,C,5000,3,0.155,0.5
Current,C,5000,3,0.17,0.5
Current,C,6000,7,0.25,0.5
Current,D,3000,3,0.165,0.5
Current,D,10000,5,0.26,0.5
Current,D,3000,4,0.2375,0.5
Current,D,4600,3,0.24,0.5
Current,D,2000,2,0.21,0.5
Current,E,5000,3,0.24,0.5
Current,E,5000,2,0.24,0.5
Current,E,3001,4,0.29,0.5
Late,E,2500,4,0.29,0.5
Default,C,4000,9,0.2375,0.501
Current,D,7000,12,0.1,0.509
Current,B,23000,1,0.22,0.51
Current,B,2700,4,0.179,0.51
Current,B,4500,2,0.17,0.51
Current,B,4000,5,0.169,0.51
Current,C,1500,7,0.1575,0.51
Current,D,25000,5,0.29,0.51
Current,D,3000,6,0.1775,0.51
Current,E,2000,1,0.29,0.51
Current,E,3001,2,0.29,0.51
Current,B,2000,9,0.2375,0.515
Current,A,5000,1,0.125,0.52
Current,AA,25000,2,0.16,0.52
Current,B,2000,7,0.1575,0.52
Current,B,6500,2,0.17,0.52
Current,C,5000,1,0.15,0.52
Current,C,5000,1,0.17,0.52
Current,C,15000,2,0.2,0.52
Current,C,7000,3,0.2,0.52
Current,C,5000,4,0.17,0.52
Current,D,10000,1,0.235,0.52
Current,D,3500,1,0.2575,0.52
Current,E,3000,1,0.29,0.52
Current,E,16000,2,0.28,0.52
Current,E,13000,1,0.25,0.52
Current,HR,2500,1,0.2089,0.52
Current,A,8500,5,0.185,0.53
Current,AA,2500,1,0.1,0.53
Current,B,8500,1,0.1318,0.53
Current,D,8000,2,0.189,0.53
Current,D,5000,3,0.2,0.53
Current,D,10000,3,0.29,0.53
Current,E,1500,5,0.11,0.53
Current,E,4500,1,0.29,0.53
Current,HR,2550,1,0.2075,0.53
Current,AA,1000,3,0.0874,0.54
Current,B,10000,6,0.1575,0.54
Current,B,7000,6,0.17,0.54
Current,B,12000,3,0.07,0.54
Current,C,12000,1,0.1655,0.54
Current,C,8500,3,0.195,0.54
Current,D,5000,4,0.2,0.54
Current,D,15000,5,0.24,0.54
Current,D,3001,2,0.2584,0.54
Current,E,2000,2,0.2548,0.54
Current,E,4000,7,0.178,0.54
Current,E,10000,5,0.29,0.54
Current,E,3000,3,0.27,0.54
Current,E,3000,3,0.269,0.54
Current,HR,4000,4,0.23,0.54
Current,A,5800,9,0.2799,0.544
Current,A,15000,3,0.2098,0.55
Current,B,10001,7,0.175,0.55
Current,D,3000,3,0.232,0.55
Current,D,5000,5,0.29,0.55
Current,D,5000,1,0.22,0.55
Current,E,5000,1,0.29,0.55
Late,D,9500,5,0.2,0.55
Current,AA,24000,1,0.1425,0.56
Current,B,3000,3,0.17,0.56
Current,C,5000,6,0.22,0.56
Current,C,9500,2,0.195,0.56
Current,HR,2550,2,0.295,0.56
Current,HR,4000,4,0.2,0.56
Default,E,3000,10,0.3,0.566
Current,A,16500,1,0.15,0.57
Current,A,15000,1,0.108,0.57
Current,C,2000,5,0.192,0.57
Current,C,25000,2,0.12,0.57
Current,C,2000,8,0.2375,0.57
Current,D,2500,4,0.26,0.57
Current,D,5000,5,0.27,0.57
Current,D,15600,2,0.27,0.57
Current,D,1000,7,0.21,0.57
Current,E,3000,5,0.2375,0.57
Current,E,2550,4,0.29,0.57
Current,E,4850,1,0.2493,0.57
Current,HR,6000,3,0.19,0.57
Current,HR,2050,1,0.29,0.57
Current,HR,1000,2,0.0725,0.57
Current,HR,2600,1,0.29,0.57
Late,C,9000,6,0.2375,0.57
Late,D,3001,8,0.25,0.57
Late,HR,10000,3,0.25,0.57
Current,C,2500,8,0.1575,0.571
Current,B,2000,6,0.16,0.58
Current,C,10000,5,0.17,0.58
Current,C,2550,1,0.17,0.58
Current,C,5000,5,0.17,0.58
Current,D,3100,4,0.1789,0.58
Current,D,1000,2,0.15,0.58
Current,E,1000,4,0.225,0.58
Current,C,25000,4,0.235,0.59
Current,D,2000,6,0.21,0.59
Current,E,5000,2,0.225,0.59
Current,E,2600,6,0.28,0.59
Current,HR,1000,1,0.29,0.59
Current,HR,1000,2,0.29,0.59
Current,A,3000,5,0.15,0.6
Current,C,4000,4,0.29,0.6
Current,D,7000,2,0.26,0.6
Current,D,9750,1,0.2599,0.6
Current,D,1500,6,0.2875,0.6
Current,E,3000,5,0.24,0.6
Current,E,3001,1,0.28,0.6
Current,E,3000,3,0.1975,0.6
Current,HR,1050,2,0.21,0.6
Current,C,3500,9,0.2,0.606
Current,B,6001,4,0.1788,0.61
Current,C,10000,1,0.1425,0.61
Current,C,5000,1,0.2,0.61
Current,C,1000,5,0.22,0.61
Current,D,17000,1,0.2355,0.61
Current,E,1000,2,0.095,0.61
Current,E,4500,1,0.29,0.61
Current,B,22000,2,0.205,0.62
Current,AA,5000,5,0.24,0.63
Current,C,3500,1,0.165,0.63
Current,D,4600,6,0.25,0.63
Current,D,21000,3,0.1875,0.63
Current,A,11900,5,0.2,0.64
Current,E,2500,1,0.28,0.64
Current,B,14999,1,0.185,0.65
Current,C,3001,2,0.22,0.65
Current,E,2600,2,0.2599,0.65
Current,E,15000,3,0.28,0.65
Current,HR,6000,4,0.29,0.65
Late,E,2000,7,0.27,0.65
Current,C,9546,2,0.1955,0.66
Current,A,1000,1,0.0825,0.67
Current,B,10000,4,0.1567,0.67
Current,C,1500,5,0.25,0.67
Current,D,5329,3,0.17,0.67
Current,HR,1150,1,0.2,0.67
Late,C,10001,5,0.215,0.67
Current,C,1000,4,0.23,0.68
Current,C,2550,8,0.2375,0.68
Current,D,2800,4,0.25,0.68
Current,D,2000,2,0.22,0.68
Current,D,2500,1,0.1625,0.68
Current,E,4000,5,0.21,0.68
Late,D,9000,3,0.26,0.68
Current,B,1000,7,0.125,0.69
Current,B,3000,4,0.15,0.69
Current,D,3300,3,0.284,0.69
Current,E,7000,2,0.23,0.69
Current,A,25000,1,0.1386,0.7
Current,C,1500,3,0.15,0.7
Current,D,4800,3,0.227,0.71
Current,D,4000,4,0.2188,0.71
Current,B,8000,6,0.2875,0.72
Current,C,5000,1,0.17,0.72
Current,E,16600,1,0.29,0.72
Current,E,5000,5,0.29,0.72
Current,B,6200,1,0.145,0.73
Current,D,2400,5,0.22,0.73
Current,B,4000,4,0.147,0.74
Current,D,3500,2,0.1995,0.74
Current,E,3200,1,0.26,0.74
Current,E,1000,1,0.26,0.74
Current,E,2000,1,0.2,0.74
Current,A,5000,3,0.1275,0.75
Current,B,6001,4,0.17,0.76
Current,C,6001,1,0.17,0.76
Current,HR,3500,1,0.29,0.76
Current,B,3035,5,0.1499,0.77
Current,C,15000,4,0.24,0.77
Current,E,2000,7,0.2899,0.77
Current,D,3000,3,0.1798,0.78
Current,D,3000,9,0.23,0.783
Current,D,3000,2,0.25,0.79
Current,E,9700,2,0.26,0.81
Current,E,5000,1,0.24,0.81
Current,A,8500,4,0.18,0.82
Current,D,2550,5,0.2098,0.82
Current,HR,3000,3,0.19,0.82
Current,HR,1850,2,0.29,0.82
Current,C,3800,2,0.15,0.84
Current,D,15000,4,0.24,0.84
Current,C,12000,4,0.2375,0.87
Current,C,3500,1,0.2,0.88
Current,D,2000,4,0.21,0.88
Current,A,25000,1,0.15,0.89
Current,AA,10900,6,0.0295,0.9
Current,E,5000,1,0.2,0.9
Current,C,9000,1,0.18,0.94
Current,B,1000,2,0.05,0.96
Current,D,3000,5,0.29,0.96
Current,E,15000,1,0.29,0.97
Current,E,15050,3,0.195,0.97
Current,B,14000,3,0.22,0.98
Current,D,7000,1,0.22,0.99
Current,C,2800,7,0.2875,1
Current,D,4500,1,0.242,1
Current,C,6000,3,0.2,1.02
Current,HR,1000,5,0.24,1.03
Late,E,3700,3,0.29,1.03
Current,B,4500,2,0.132,1.05
Current,B,10000,3,0.18,1.05
Current,AA,5000,1,0.097,1.11
Current,C,5000,1,0.17,1.12
Current,A,10000,1,0.125,1.16
Current,B,1200,8,0.15,1.2
Current,C,3500,5,0.245,1.21
Current,D,10000,5,0.18,1.21
Current,HR,5000,4,0.14,1.21
Current,E,6500,3,0.25,1.26
Current,E,2000,2,0.29,1.29
Default,E,25000,7,0.1,1.3
Current,B,10000,4,0.19,1.42
Current,C,1600,5,0.23,1.46
Current,E,2500,2,0.29,1.52
Current,D,10000,2,0.23,1.74
Current,B,2550,6,0.145,1.75
Current,HR,2501,7,0.26,1.82
Current,D,5000,2,0.21,1.86
Current,D,3000,1,0.185,2.2
Current,NC,5000,3,0.23,2.23
Current,A,2000,3,0.15,2.25
Current,AA,5000,9,0.18,2.273
Late,E,2550,5,0.29,2.3
Current,D,3001,1,0.2395,2.43
Late,HR,3000,3,0.29,2.5
Current,C,2600,1,0.29,2.83
Current,HR,5691,5,0.06,2.86
Current,E,1000,2,0.065,2.97
Current,E,4500,1,0.22,3.27
Current,E,1000,1,0.2,3.58
Current,HR,2550,1,0.27,3.59
Current,E,2625,1,0.29,3.68
Current,D,2500,2,0.195,3.76
Current,HR,1000,2,0.23,3.81
Current,D,10000,2,0.2443,3.92
Current,C,3000,2,0.17,4.03
Current,D,6600,4,0.24,4.27
Current,E,5000,3,0.27,4.29
Current,HR,4750,3,0.1,4.42
Current,D,6300,1,0.18,5.02
Current,C,4000,1,0.29,5.56
Current,D,2550,9,0.3575,5.561
Current,HR,6001,2,0.23,5.69
Current,D,7000,3,0.24,7.47
Current,D,2550,1,0.147,8.63
Current,D,18000,1,0.27,10.14
Current,E,1500,2,0.24,12.4
Current,AA,6001,2,0.1,15.25
Current,C,2000,1,0.19,16.1
Current,B,2550,1,0.25,36.87
Current,HR,2550,4,0.29,2063.15
Current,HR,3001,1,0.29,2470.11
Current,C,5000,2,0.23,3079.83
Current,E,3000,2,0.26,3731.93
Current,D,8100,2,0.135,4440.34
Current,E,3000,1,0.24,4630.25
Current,HR,6001,1,0.23,5237.7
Current,D,10000,5,0.25,5853.54
Current,D,5400,2,0.25,6082.83
Current,B,7500,3,0.175,6173.71
Current,HR,3500,1,0.29,6214.53
Current,B,9500,2,0.165,6330.61
Current,D,12800,1,0.24,6700.84
Current,C,6500,1,0.2,7485.71
Current,C,6000,4,0.18,8738.42
Current,HR,7500,2,0.29,9571.31
Current,B,2550,2,0.1315,16111.64
Current,A,25000,4,0.17,16270.35
Current,C,3000,1,0.1445,17901.44
Current,C,5500,6,0.1775,29713.69
Current,D,20000,1,0.17,33313.93
Current,B,20000,2,0.1605,51280.07
