Company Name,Industry Name,SIC,Exchange,Country,Stock Price,% Chg in last year,Trading Volume,# of shares outstanding,Market Cap,Total Debt,Firm Value,Enterprise Value,Cash,Revenues: Last yr,Trailing 12-mth Revenues,Current PE,Trailing PE,Forward EPS,Forward PE,PEG Ratio,PBV Ratio,PS Ratio,EV/EBIT,EV/EBITDA,EV/ Invested Capital,Value/BV of Capital,EV/Sales,EV/ Trailing Sales,Growth in EPS: Last 5 years,Expected Growth in EPS: next 5 years,Expected Growth in Revenues: next 5 years,Growth in Revenue- last year, 3-yr Regression Beta,Value Line Beta,HiLo risk,3-yr Standard Deviation (Stock Price),Reinvestment,Correlation,Payout Ratio,Reinvestment Rate,ROE,ROC,Net Margin,Pre-tax Operating Margin,Invested Capital,BV of Assets,Non-cash WC,Chg in non-cash WC,Net Income,EBIT,EBIT(1-t),EBITDA,FCFF,Eff Tax Rate,Non-cash WC as % of Revenues,Cash as % of Firm Value,Cash as % of Revenues,Cash as % of Total Assets,Capital Expenditures,Depreciation,SG&A Expenses,Trailing Revenues,Trailing Net Income,Dividends,Intangible Assets/Total Assets,Fixed Assets/Total Assets,Market D/E,Market Debt to Capital,Book Debt to Capital,Dividend Yield,Insider Holdings,Institutional Holdings
Silicon Motion Tech Corp,Semiconductor,3674,NDQ,Foreign,12,-0.01,378257,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.3,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0.16
Silicon Storage,Computers/Peripherals,3573,NDQ,US,5.07,-0.01,1311220,97.4,531.9,0.7,532.6,428.6,104,449.2,395.9,22.26,22.26,-0.24,NA,NA,1.41,1.18,10.44,8.84,1.57,1.41,0.95,1.08,NA,NA,0.12,0.49,4.22,2.25,0.42,0.87,-12.29,0.97,0,-0.35,0.06,0.13,0.05,0.09,272.7,502.3,108.6,-12.89,23.9,41.06,35.28,48.46,47.56,0.14,0.24,0.2,0.26,0.21,8,7.4,93.5,395.9,23.9,0,0.05,0.03,0,0,0,0,0.15,0.38
Silver Butte Mining Co,Metals & Mining (Div.),1000,NDQ,US,0.1,0,1500,16.8,1.7,0,1.7,1.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0
Silver Screen Studios Inc,Financial Svcs. (Div.),6100,NDQ,Foreign,0,0,2452599,106,1.1,0,1.1,1.1,0,NA,NA,NA,NA,NA,NA,NA,1.57,NA,NA,NA,1.57,1.57,NA,NA,NA,NA,NA,0,0,0.05,0.89,0,0,NA,NA,NA,0,NA,NA,NA,0.7,0.7,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,-1.5,0,0,0,0,0,0,0,NA,0
Silver Standard Resources Inc.,Precious Metals,1041,NDQ,Foreign,15.34,-0.01,367397,40.4,615.4,0.2,615.6,597.7,17.9,NA,NA,NA,NA,NA,NA,NA,7.46,NA,NA,NA,9.22,7.44,NA,NA,NA,NA,NA,0,0.36,0.75,0.25,0.61,9.9,0.12,NA,NA,-0.05,NA,NA,NA,64.8,85.2,-1,0,-3.9,NA,NA,NA,NA,0,NA,0.03,NA,0.21,9.9,0,1.7,0,-3.3,0,0,0.78,0,0,0,0,NA,0.14
Silver Star Foods Inc /NY/,Grocery,5400,OTC,US,0.01,0,10000,21.2,0.2,0.5,0.7,0.7,0,0.4,NA,NA,NA,NA,NA,NA,0.33,0.5,NA,NA,0.64,0.64,1.75,NA,NA,NA,NA,0,0,2.15,NA,0,-0.1,NA,NA,0.17,-1.33,-0.53,-2,-1.47,1.1,1.5,0.1,-0.1,-0.8,-0.59,-0.59,-0.49,-0.49,0,0.25,0,NA,0,0.1,0.1,0.7,0,0,0,0.13,0.33,2.5,0.71,0.45,0,NA,0
Silverado Financial Inc,Financial Svcs. (Div.),6100,NDQ,Foreign,0.1,0,7760,18.2,2,0.1,2.1,2.1,0,0.9,2,NA,NA,NA,NA,NA,5,2.22,NA,NA,4.2,4.2,2.33,1.05,NA,NA,NA,0,0,0.15,0.75,0,-0.59,NA,NA,1.11,-1.75,-1.06,-0.78,-0.59,0.5,0.8,-0.4,-0.49,-0.7,-0.53,-0.53,-0.43,0.06,0,-0.44,0,0,0,0,0.1,0,2,-0.8,0,0.75,0.13,0.05,0.05,0.2,0,NA,0
Silverado Gold Mines Ltd,Precious Metals,1041,NDQ,Foreign,0.05,0,2788366,224.4,11.2,1.1,12.3,12.3,0,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,10.25,10.25,NA,NA,NA,NA,NA,0,1.19,0.65,0.45,0.83,-0.3,0.29,NA,NA,-40,NA,NA,NA,1.2,2.4,0,0,-4,NA,NA,NA,NA,0,NA,0,NA,0,0,0.3,2.3,0,0,0,0,0.67,0.1,0.09,0.92,0,NA,0
Silverleaf Resorts Inc.,Hotel/Gaming,7000,AMS,US,3.26,-0.02,102200,36.8,117.2,251.9,369.1,365,4.1,126.9,143.9,NA,5.19,NA,NA,NA,1.34,0.92,NA,NA,1.09,1.09,2.88,2.54,NA,NA,NA,-0.01,0,0,0.57,0,38.13,NA,NA,-0.9,-0.21,-0.13,-0.14,-0.34,335.5,351.8,306.3,41.03,-18.1,-42.6,-42.6,-38,-80.73,0,2.41,0.01,0.03,0.01,1.7,4.6,146.8,143.9,22.6,0,0,0.08,2.15,0.68,0.74,0,NA,0
Silverstar Holdings Ltd,Entertainment Tech,3663,NDQ,Foreign,1.23,-0.05,26968,9.1,11.5,0.5,12,7.1,4.9,2.3,2.3,57.5,57.5,NA,NA,NA,0.91,5,NA,NA,0.87,0.92,3.09,3.09,NA,NA,NA,-0.07,2.11,1.65,0.46,1.13,0,0.37,0,0,0.02,-0.07,0.09,-0.26,8.2,14.7,-1,0,0.2,-0.6,-0.6,-0.6,-0.6,0,-0.43,0.41,2.13,0.33,0,0,1.8,2.3,0.2,0,0.34,0.01,0.04,0.04,0.04,0,NA,0.06
Simclar Inc,Electronics,3670,NDQ,US,3.57,0.02,4371,6.5,22.3,8.4,30.7,30.4,0.3,53.6,56.4,9.7,18.58,NA,NA,NA,1.58,0.42,6.58,5.41,1.37,1.36,0.57,0.54,NA,NA,NA,0.48,0,0.9,0.46,0,2.34,NA,0,0.74,0.16,0.14,0.04,0.09,22.2,32.6,16,0.84,2.3,4.62,3.15,5.62,0.81,0.32,0.3,0.01,0.01,0.01,2.5,1,3.8,56.4,1.2,0,0.15,0.12,0.38,0.27,0.37,0,NA,0.01
SIMEX Technologies Inc,Oilfield Svcs/Equip.,3533,NDQ,US,0,0,6700,33.3,0.3,0,0.3,0.3,0,0.1,1.8,NA,NA,NA,NA,NA,0.38,3,NA,NA,0.38,0.38,3,0.17,NA,NA,NA,0,-2.04,0,NA,4.19,11.9,-0.1,NA,-14.6,-0.5,-1.02,-4,-8.15,0.8,0.8,0.7,11.9,-0.4,-0.82,-0.82,-0.82,-12.72,0,7,0,0,0,0,0,0.5,1.8,-0.4,0,0,0,0,0,0,0,NA,0
Simmons First Nat'l 'A',Bank (Midwest),6001,NDQ,US,27.7,-0.03,30408,14.6,402.9,94.7,497.6,425.6,72,NA,NA,16.51,15.56,1.83,15.14,NA,1.69,NA,NA,NA,1.63,1.49,NA,NA,0.09,NA,NA,0,0.04,0.7,0.17,0.34,0,0.02,0.38,NA,0.1,NA,NA,NA,260.9,2413.9,0,0,24.4,NA,NA,NA,NA,0.32,NA,0.14,NA,0.03,0,0,23.2,0,25.9,9.34,0.03,0,0.24,0.19,0.28,0.02,NA,0.36
Simon Property Group,R.E.I.T.,6720,NYS,US,76.59,-0.01,456300,249.3,19429.7,0,19429.7,19429.7,0,NA,3127.1,NA,NA,1.36,56.32,NA,NA,NA,NA,NA,NA,NA,NA,6.21,NA,NA,NA,0,0.24,0.75,0.16,0.21,0,0.23,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,NA,0,0,0,3127.1,0,698.04,NA,NA,0,0,NA,0.04,0.15,0.86
Simon Worldwide Inc,Retail (Special Lines),5600,NDQ,US,0.22,-0.12,4980,16.7,4.2,0,4.2,-14.7,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,0,-1.23,0.7,NA,1.98,0,-0.12,NA,NA,-0.16,NA,NA,NA,33.2,26.1,2.3,0,-3.6,NA,NA,NA,NA,0,NA,4.5,NA,0.72,0,0,3.6,0,-3.3,0,0,0,0,0,0,0,NA,0.02
SimpleTech Inc,Computers/Peripherals,3573,NDQ,US,3.77,0.01,59003,47.5,164.1,0,164.1,80.8,83.3,275.4,276.3,18.65,20.77,0.13,29,1.24,1.25,0.6,5.01,4.16,1.68,1.25,0.29,0.29,NA,0.15,NA,0.31,2.42,1.7,0.23,0.74,-1.68,0.65,0,-0.16,0.07,0.21,0.03,0.06,48.1,153.4,38.2,0.12,8.8,16.14,10.17,19.44,11.84,0.37,0.14,0.51,0.3,0.54,1.5,3.3,34.3,276.3,7.9,0,0,0.04,0,0,0,0,NA,0.2
Simpson Mfg Inc,Building Materials,3200,NYS,US,36.37,-0.01,177300,47.9,1814.8,3,1817.8,1769.9,47.9,698.1,810.1,22.27,19.22,2.04,17.83,1.48,3.92,2.6,11.83,10.53,4.23,3.9,2.54,2.18,0.15,0.15,NA,0.29,0.66,0.9,0.23,0.28,63.12,0.48,0.12,0.68,0.18,0.22,0.12,0.21,418,545.1,221.4,35.52,81.5,149.67,92.7,168.07,29.58,0.38,0.32,0.03,0.06,0.09,46,18.4,149.4,810.1,94.4,9.58,0.08,0.25,0,0,0.01,0.01,NA,0.7
SIMTEK CORP,Semiconductor,3674,NDQ,US,0.29,0.05,203499,62.9,19.8,3,22.8,20.7,2.1,14.9,NA,NA,NA,NA,NA,NA,9.9,1.33,NA,NA,7.14,4.56,1.39,NA,NA,NA,NA,-0.07,2.62,1.2,0.59,1.09,-1.8,0.48,NA,0.61,-1.85,-1.02,-0.25,-0.2,2.9,8,1.9,-1.9,-3.7,-2.97,-2.97,-2.47,-1.17,0,0.13,0.09,NA,0.26,0.6,0.5,8.3,0,0,0,0,0.11,0.15,0.13,0.6,0,NA,0
Simulations Plus Inc,Computer Software/Svcs,3579,AMS,US,5.18,0.01,4000,3.6,18.2,0,18.2,16.4,1.8,4.8,5,60.67,22.75,NA,NA,NA,3.71,3.79,32.23,23.14,5.29,3.71,3.42,3.28,NA,NA,NA,-0.11,0,0.65,0.4,0,-0.07,NA,0,-0.17,0.06,0.12,0.06,0.11,3.1,5.6,0.8,0.03,0.3,0.51,0.38,0.71,0.45,0.25,0.17,0.1,0.36,0.32,0.1,0.2,2.9,5,0.8,0,0,0.02,0,0,0,0,NA,0.01
Sina Corporation,Internet,7370,NDQ,Foreign,24.16,-0.02,735337,51.4,1261.9,100,1361.9,1086.3,275.6,200,198.4,18.86,27.02,0.81,29.83,0.63,4.98,6.31,13.81,12.35,13.98,3.85,5.43,5.48,NA,0.3,NA,0.66,2.66,1.4,0.26,0.9,3.89,0.59,0,0.05,0.26,0.96,0.33,0.39,77.7,430.4,-23.7,0.19,66.9,78.66,74.52,87.96,70.63,0.05,-0.12,0.2,1.39,0.64,13,9.3,65.6,198.4,46.7,0,0.17,0.04,0.08,0.07,0.28,0,NA,0.44
Sinclair Broadcast,Entertainment,7950,NDQ,US,9.2,-0.01,139426,85.2,786.9,1639.7,2426.6,2416.1,10.5,708.3,702.2,56.21,56.21,0.56,16.43,NA,3.47,1.11,7.69,5.12,1.3,1.3,3.41,3.44,NA,NA,0.01,-0.03,1.4,1.05,0.16,0.46,-112.89,0.61,1.83,-0.65,0.06,0.09,0.02,0.44,1855.8,2465.7,80,-0.69,14,314.34,174.83,471.44,287.72,0.44,0.11,0,0.01,0,44.9,157.1,192.1,702.2,14,25.56,0.68,0.14,2.08,0.68,0.88,0.03,0.86,0.52
Singapore Telecommunications,Telecom. Services,4810,NDQ,Foreign,15.9,0,3548,0,0,0,0,0,0,NA,7648.1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.6,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,0,7648.1,2009.2,0,NA,NA,NA,NA,NA,0,NA,0
SinoFresh HealthCare Inc,Drug,2834,NDQ,Foreign,0.22,0.1,2150,14.1,2.9,1.3,4.2,2.9,1.3,3.6,2.2,NA,NA,NA,NA,NA,NA,0.81,NA,NA,0.28,0.84,0.81,1.32,NA,NA,NA,0.42,0,1.3,0.71,0,0.32,NA,NA,-0.15,-1,-0.22,-1.03,-0.61,10.2,7.4,-1.6,0.62,-3.7,-2.21,-2.21,-1.91,-2.53,0,-0.44,0.31,0.59,0.18,0,0.3,3.4,2.2,-5,0,0.66,0.01,0.45,0.31,0.26,0,NA,0
Sionix Corporation /UT/,Environmental,4953,NDQ,US,0.01,0,227423,85.1,1,0.5,1.5,1.4,0.1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2.33,2.14,NA,NA,NA,NA,NA,0,0,0.75,NA,0,0,NA,NA,NA,-8.5,NA,NA,NA,0.6,0.9,0.4,0,-1.7,NA,NA,NA,NA,0,NA,0.07,NA,0.11,0.1,0.1,1.6,0,-1.1,0,0,0.11,0.5,0.33,0.71,0,NA,0
SIPEX Corp.,Electrical Equipment,3600,NDQ,US,1.56,0.01,137283,28.4,52.8,21.3,74.1,52.9,21.2,49.4,56.8,NA,NA,NA,NA,NA,0.89,1.07,NA,NA,0.89,0.92,1.07,0.93,NA,NA,NA,-0.26,0,2,NA,0,-3.13,NA,NA,0.12,-0.58,-0.43,-0.7,-0.52,59.4,101.6,7.8,1.17,-34.6,-25.52,-25.52,-18.22,-22.38,0,0.16,0.29,0.37,0.21,3,7.3,28.4,56.8,-29.8,0,0,0.51,0.4,0.29,0.26,0,NA,0.17
Sirenza Microdevices Inc,Telecom. Equipment,4811,NDQ,US,4.61,-0.01,105942,35.4,164.5,0.1,164.6,154.2,10.4,61.3,59.8,137.08,NA,0.09,51.22,6.85,3.48,2.68,20.65,11.62,4.17,3.47,2.52,2.58,NA,0.2,NA,0.53,1.78,2.2,0.52,0.73,-3.29,0.49,0,-0.67,0.03,0.13,0.02,0.12,37,55.9,11.7,-0.29,1.2,7.47,4.89,13.27,8.18,0.34,0.19,0.06,0.17,0.19,2.8,5.8,26.7,59.8,-2.8,0,0.23,0.15,0,0,0,0,NA,0.3
SIRF Technology Hldgs Inc,Semiconductor,3674,NDQ,Foreign,29.8,-0.02,506497,47,1491.7,0,1491.7,1390.4,101.3,117.4,120.9,48.59,52.71,NA,NA,1.53,7.04,12.71,49.59,39.8,12.58,7.04,11.84,11.5,NA,0.32,NA,0.5,0,0,0.52,0,-1.69,NA,0,-0.06,0.14,0.25,0.26,0.24,110.5,228.5,20.4,0.61,30.7,28.04,28.04,34.94,29.73,0,0.17,0.07,0.84,0.44,4.6,6.9,40.5,120.9,28.3,0,0.19,0.02,0,0,0,0,NA,0.78
SiriCOMM Inc,Wireless Networking,7380,NDQ,US,1.4,0.02,14150,16.3,24.5,0.1,24.6,23.6,1,NA,0.1,NA,NA,NA,NA,NA,24.5,NA,NA,NA,47.2,18.92,NA,236,NA,NA,NA,0,0,0.35,0.48,0,0.7,NA,NA,NA,-2.33,NA,NA,NA,0.5,1.8,-0.4,0,-2.8,NA,NA,NA,NA,0,NA,0.04,10,0.56,0.7,0,0.4,0.1,-2.9,0,0,0.39,0,0,0.08,0,NA,0
Sirius Satellite,Entertainment Tech,3663,NDQ,US,6.7,-0.01,30987213,1276.9,8982.7,656.3,9639,8879.8,759.2,66.9,187.4,NA,NA,-0.62,NA,NA,8.98,134.27,NA,NA,9.89,5.82,132.73,47.38,NA,0.3,NA,3.76,3.09,2.25,0.32,1.08,-458.74,0.57,NA,1,-0.71,-0.51,-10.65,-6.82,897.7,1957.6,-217.6,-391.94,-712.2,-456.53,-456.53,-361.13,2.21,0,-3.25,0.08,4.05,0.39,28.6,95.4,402.1,187.4,-811.2,0,0.04,0.45,0.07,0.07,0.4,0,NA,0.33
Sirna Therapeutics Inc,Drug,2834,NDQ,Foreign,3.03,-0.02,165919,41.4,187.6,3.1,190.7,154.6,36.1,1.5,4.6,NA,NA,NA,NA,NA,5.47,125.07,NA,NA,118.92,5.1,103.07,33.61,NA,NA,NA,-0.72,0,1.5,0.56,0,-7.09,NA,NA,0.27,-0.84,-20.38,-19.27,-17.66,1.3,41.6,-2.8,-5.79,-28.9,-26.49,-26.49,-24.79,-19.4,0,-1.87,0.19,7.85,0.87,0.4,1.7,8.6,4.6,-27.1,0,0,0.06,0.02,0.02,0.08,0,NA,0.56
SIRVA Inc,Industrial Services,7300,NYS,Foreign,7.99,-0.01,676100,73.7,600.4,680.2,1280.6,1047.1,233.5,3470.3,3470.3,NA,NA,NA,NA,NA,1.64,0.17,9.73,6.85,1.29,1.22,0.3,0.3,NA,NA,NA,0.47,0,0.9,0.51,0,-9.7,NA,NA,-0.09,-0.11,0.13,-0.01,0.03,813,1793.1,108.5,0,-38.7,107.58,107.58,152.78,117.28,0,0.03,0.18,0.07,0.13,35.5,45.2,350.1,3470.3,-38.7,0,0.35,0.09,1.13,0.53,0.65,0,NA,0.49
Sistersville Bancorp Inc,Thrift,6120,OTC,US,16.75,0,200,0.4,6.6,0,6.6,3.6,3,NA,NA,8.25,8.25,NA,NA,NA,0.8,NA,NA,NA,0.69,0.8,NA,NA,NA,NA,NA,0,0,0.4,NA,0,0,NA,0,NA,0.1,NA,NA,NA,5.2,47.2,0,0,0.8,NA,NA,NA,NA,0.35,NA,0.45,NA,0.06,0,0,1.1,0,0.8,0,0,0.03,0,0,0,0,NA,0
SITEL Corp,Industrial Services,7300,NYS,US,3.12,0,51800,73.7,229.5,120.4,349.9,321,28.9,956.4,989.9,NA,NA,NA,NA,NA,1.73,0.24,5.93,3.55,1.43,1.38,0.34,0.32,NA,NA,NA,0.13,1.13,1.3,0.36,0.62,-8.54,0.36,NA,-0.16,-0.2,0.24,-0.03,0.06,224.2,397.5,75.9,2.66,-26.6,54.13,54.13,90.33,62.67,0,0.08,0.08,0.03,0.07,25,36.2,312.9,989.9,-27,0,0.12,0.22,0.52,0.34,0.48,0,NA,0.47
Sitestar Corp,Internet,7370,NDQ,US,0.06,0,91800,82,5.2,1.6,6.8,6.8,0,3.1,3.2,52,NA,NA,NA,NA,52,1.68,8.44,5.21,4,4,2.19,2.13,NA,NA,NA,-0.27,5.39,1.1,0.58,2.53,-0.52,0.43,0,-0.64,1,0.47,0.03,0.26,1.7,2.5,-0.5,-0.02,0.1,0.81,0.81,1.31,1.32,0,-0.16,0,0,0,0,0.5,1.6,3.2,0,0,0.68,0.16,0.31,0.24,0.94,0,NA,0
SITI-Sites.com Inc.,Internet,7370,NDQ,US,0.01,0,789,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.57,0.7,NA,1.43,0,0.08,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0
Six Flags Inc.,Recreation,7900,NYS,US,7.71,0,534900,93,713.2,2149.5,2862.7,2793.9,68.8,1037.7,1109,NA,NA,-0.53,NA,NA,1.32,0.69,9.28,6.18,0.87,0.96,2.69,2.52,NA,NA,0.03,-0.16,3.06,1.05,0.35,0.64,-47.73,0.96,NA,-0.16,-0.09,0.09,-0.07,0.29,3194.3,3642.2,-48.4,-3.33,-74.8,301.04,301.04,452.44,348.76,0,-0.05,0.02,0.06,0.02,107,151.4,649.4,1109,0,0,0.34,0.55,3.01,0.75,0.72,0,NA,0.78
Sixx Holdings Inc,Restaurant,5812,OTC,US,5.5,0,100,1.3,7.2,0,7.2,5.9,1.3,7.6,7.7,6.55,6,NA,NA,NA,2.88,0.95,10.84,7.93,4.92,2.88,0.78,0.77,NA,NA,NA,0.03,0,0.35,NA,0,-0.1,NA,0,-0.19,0.44,0.45,0.14,0.07,1.2,3,-0.1,0,1.1,0.54,0.54,0.74,0.65,0,-0.01,0.18,0.17,0.43,0.1,0.2,0.9,7.7,1.2,0,0,0.23,0,0,0,0,NA,0
Sizeler Prop Inv,R.E.I.T.,6720,NYS,US,12.79,0.01,60600,0,0,0,0,0,0,NA,50,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.39,0.65,0.12,0.18,0,0.42,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,0,50,14.7,0,NA,NA,NA,NA,NA,0,NA,0.31
SJW Corp.,Water Utility,4941,NYS,US,45.77,-0.04,10700,9.1,439.2,143.9,583.1,572.2,10.9,166.9,174.5,27.45,20.43,NA,NA,NA,2.38,2.63,6.07,5.08,1.8,1.77,3.43,3.28,0.01,NA,NA,0.11,0,0.65,0.27,0,23.91,NA,0,0.44,0.09,0.17,0.1,0.56,317.7,552.2,2.4,0.11,16,94.22,54.54,112.72,30.64,0.42,0.01,0.02,0.06,0.02,42.3,18.5,17.3,174.5,21.5,0,0.02,0.83,0.33,0.25,0.44,0,NA,0.39
Skechers U.S.A.,Shoe,3140,NYS,US,15.31,-0.01,48200,39.2,625.8,116.1,741.9,604.2,137.7,920.3,989.3,26.63,26.52,1.14,13.43,1.3,2.12,0.68,9.43,7.15,2.21,1.81,0.66,0.61,NA,0.21,0.06,0.07,2.26,1.5,0.24,0.59,8.84,0.76,0,0.23,0.08,0.14,0.03,0.07,273.3,518.7,179.3,13.44,23.5,64.05,38.96,84.55,30.11,0.39,0.19,0.19,0.14,0.27,15.9,20.5,328.7,989.3,23.6,0,0,0.16,0.19,0.16,0.28,0,0.86,0.51
SkillSoft ADR,Educational Services,8299,NDQ,US,5.5,0.02,398839,106.2,542.7,0,542.7,487.8,54.9,212.3,NA,48.89,48.89,0.15,36.67,NA,6.39,2.56,15.67,9.64,16.26,6.39,2.3,NA,NA,NA,0.09,0.05,0,1.85,0.32,0,89.8,NA,0,3.05,0.13,0.98,0.05,0.15,30,303.5,-101.7,101.7,11.1,31.12,29.45,50.62,-60.35,0.05,-0.48,0.1,NA,0.18,7.6,19.5,164.2,0,11.1,0,0.39,0.03,0,0,0,0,0.08,0.68
Skinvisible Inc,Medical Supplies,8060,NDQ,US,0.18,-0.05,5500,55.6,11,0,11,10.9,0.1,0.5,0.9,NA,NA,NA,NA,NA,18.33,22,NA,NA,21.8,18.33,21.8,12.11,NA,NA,NA,1.34,0,0.05,0.59,0,-0.64,NA,NA,1.01,-1.33,-1.27,-1.6,-1.27,0.5,1.5,-0.8,-0.64,-0.8,-0.64,-0.64,-0.54,0,0,-1.6,0.01,0.11,0.07,0.1,0.1,1.1,0.9,-1,0,0.07,0,0,0,0,0,NA,0
Sky Finl Group Inc,Bank,6000,NDQ,US,27.82,-0.01,76998,106.8,3007,2183.6,5190.6,4958.2,232.4,NA,NA,17.16,16.71,1.7,16.36,1.81,2.04,NA,NA,NA,1.45,1.42,NA,NA,0.08,0.1,NA,0,0.42,0.85,0.08,0.16,0,0.52,0.56,NA,0.12,NA,NA,NA,3422.2,14944.4,0,0,175.2,NA,NA,NA,NA,0.33,NA,0.04,NA,0.02,0,0,141.8,0,179.9,98.26,0.04,0,0.73,0.42,0.6,0.03,NA,0.35
Skye International Inc,Auto & Truck,3710,NDQ,Foreign,0.82,-0.18,2000,13.1,17.5,1.9,19.4,19.4,0,0.3,NA,NA,NA,NA,NA,NA,NA,58.33,NA,NA,NA,NA,64.67,NA,NA,NA,NA,1.5,0,0,0.5,0,0.5,NA,NA,-0.3,NA,4.23,-5.67,-5.63,-0.4,0.6,-0.5,0.5,-1.7,-1.69,-1.69,-1.69,-2.19,0,-1.67,0,NA,0,0,0,1.6,0,-1.8,0,0,0.17,0.11,0.1,NA,0,NA,0
SkyePharma Plc,Drug,2834,NDQ,Foreign,8.53,0.01,36376,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.58,1.05,0.35,0.36,0,0.33,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0.01
Skyline Corp.,Manuf. Housing/RV,3792,NYS,US,36.4,0.04,32100,8.4,298.9,0,298.9,149.4,149.5,454.3,455,54.35,42.7,NA,NA,NA,1.58,0.66,15.59,11.5,3.74,1.58,0.33,0.33,-0.21,NA,NA,0.05,0.89,0.9,0.12,0.22,-0.99,0.79,1.1,-0.16,0.03,0.15,0.01,0.02,40,237.4,5.1,0.01,5.5,9.59,6.03,12.99,7.03,0.37,0.01,0.5,0.33,0.63,2.4,3.4,43.4,455,7,6.05,0,0.15,0,0,0,0.02,NA,0.74
Skyline Multimedia Entmt,Recreation,7900,NDQ,US,0,0,1000,2.3,0.01,7.7,7.71,7.21,0.5,7.6,NA,NA,NA,NA,NA,NA,NA,0,2.85,2.23,NA,NA,0.95,NA,NA,NA,NA,0.2,0,1.3,NA,0,5.6,NA,NA,2.21,NA,-5.07,-0.08,0.33,-0.5,4.8,-6,6,-0.6,2.53,2.53,3.23,-3.07,0,-0.79,0.06,NA,0.1,0.3,0.7,4.8,0,0,0,0,0.75,836.96,1,NA,0,NA,0
SkyTerra Communications Inc,Internet,7370,NDQ,Foreign,38.25,0.01,6456,17.4,667.6,0,667.6,573.1,94.5,2.1,1.2,37.3,NA,NA,NA,NA,47.01,317.9,NA,NA,3.59,4.98,272.9,477.58,NA,NA,NA,1.72,0,2.2,0.3,0,2.61,NA,0,-0.24,0.13,-0.07,8.52,-5.14,159.5,154.6,-4.7,2.01,17.9,-10.79,-10.79,-10.59,-13.41,0,-2.24,0.14,78.75,0.61,0.8,0.2,11,1.2,-7.7,0,0,0,0,0,0,0,NA,0.01
Skyway Communications Hdg Corp,Telecom. Services,4810,NDQ,Foreign,0,0,1795947,135.4,2.5,1.5,4,2.3,1.7,0.1,0.4,NA,NA,NA,NA,NA,NA,25,NA,23,0.07,0.91,23,5.75,NA,NA,NA,0,0,0,NA,0,-4,NA,NA,#DIV/0!,-7.1,0,-206,0,32.7,7,-2.4,-7.2,-20.6,0,0,0.1,4,0,-24,0.43,4.25,0.24,3.3,0.1,7.6,0.4,-24.2,0,0,0.67,0.6,0.38,0.34,0,NA,0
SkyWest,Air Transport,4510,NDQ,US,26.86,-0.03,577225,57.6,1553.6,495.8,2049.4,1508.9,540.5,1156,1548.2,18.95,16.37,NA,NA,0.95,1.99,1.34,6.81,5.06,2.05,1.61,1.31,0.97,0.09,0.2,NA,0.31,1.79,1.55,0.36,0.47,145.2,0.76,0.08,1.09,0.11,0.18,0.07,0.19,734.4,1662.3,28.6,9.7,82,221.61,132.96,298.41,-12.24,0.4,0.02,0.26,0.35,0.33,212.3,76.8,62.8,1548.2,94.9,6.91,0,0.52,0.32,0.24,0.39,0,NA,0.91
